Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Yen Lap,2023-11-14 08:00:17.000000 ,17.73,85,0.66,1024,17.78,31,78,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-14 08:01:37.000000 ,17.73,80,0.55,1024,17.65,25,80,10000,Mây rải rác,Nắng
Doan Hung,2023-11-14 08:01:37.000000 ,18.1,79,0.59,1024,18.03,42,87,10000,Mây u ám,Nắng
Son Duong,2023-11-14 08:01:19.000000 ,17.59,79,0.85,1024,17.47,46,80,10000,Mây rải rác,Nắng
Ho Chi Minh City,2023-11-15 10:02:17.000000 ,30.01,84,2.06,1014,37.01,70,20,9000,Mây ít,Nắng
Hanoi,2023-11-15 09:58:54.000000 ,19.0,63,1.22,1022,18.6,52,100,10000,Mây u ám,Nắng
Turan,2023-11-15 10:00:54.000000 ,27.99,83,3.6,1018,32.54,70,40,10000,Mây rải rác,Nắng
Haiphong,2023-11-15 10:02:18.000000 ,22.95,73,2.57,1022,23.21,60,100,10000,Mây u ám,Nắng
Bien Hoa,2023-11-15 10:02:20.000000 ,29.99,69,1.13,1013,34.77,2,69,10000,Mây rải rác,Nắng
Can Tho,2023-11-15 10:02:21.000000 ,30.99,74,1.54,1014,37.99,0,20,10000,Mây ít,Nắng
Thu Dau Mot,2023-11-15 10:02:21.000000 ,30.03,84,2.06,1014,37.03,70,20,9000,Mây ít,Nắng
Di An,2023-11-15 10:02:21.000000 ,29.82,84,2.06,1014,36.82,70,20,9000,Mưa nhẹ,Mưa
Hue,2023-11-15 10:02:22.000000 ,25.06,100,6.17,1018,26.23,50,75,6000,Mây rải rác,Nắng
Vung Tau,2023-11-15 09:59:33.000000 ,28.72,72,3.87,1013,32.47,83,82,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-11-15 10:02:21.000000 ,30.03,84,2.06,1014,37.03,70,20,9000,Mây ít,Nắng
Nha Trang,2023-11-15 10:02:16.000000 ,24.0,82,3.43,1016,24.6,24,88,7863,Mây u ám,Nắng
Ha Long,2023-11-15 10:02:23.000000 ,22.77,66,1.72,1022,22.83,65,100,10000,Mây u ám,Nắng
Qui Nhon,2023-11-15 09:57:56.000000 ,26.62,88,5.08,1016,26.62,27,91,5736,Mây u ám,Nắng
Thanh Hoa,2023-11-15 10:02:24.000000 ,20.32,76,1.95,1022,20.39,342,100,10000,Mây u ám,Nắng
Thai Nguyen,2023-11-15 09:57:57.000000 ,18.88,69,0.51,1022,18.63,44,100,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-11-15 10:02:25.000000 ,28.43,60,4.95,1015,30.1,75,81,10000,Mưa nhẹ,Mưa
Long Xuyen,2023-11-15 09:57:54.000000 ,30.97,71,4.09,1013,37.82,7,19,10000,Mây ít,Nắng
Phu Khuong,2023-11-15 10:02:25.000000 ,29.03,71,2.82,1014,32.98,39,59,10000,Mây rải rác,Nắng
Vinh,2023-11-15 10:02:26.000000 ,20.99,80,2.73,1021,21.23,309,100,10000,Mây u ám,Nắng
Rach Gia,2023-11-15 10:02:26.000000 ,28.83,77,3.24,1013,33.67,11,29,10000,Mây rải rác,Nắng
Da Lat,2023-11-15 10:02:27.000000 ,20.83,78,2.44,1017,21.01,65,80,10000,Mưa vừa,Mưa
Bac Ninh,2023-11-15 09:57:49.000000 ,19.05,64,1.69,1022,18.68,42,100,10000,Mây u ám,Nắng
Hai Duong,2023-11-15 10:02:27.000000 ,23.0,66,1.25,1022,23.08,9,100,10000,Mây u ám,Nắng
Phan Thiet,2023-11-15 10:02:28.000000 ,30.06,65,3.93,1013,34.01,74,76,10000,Mưa vừa,Mưa
Pleiku,2023-11-15 10:02:28.000000 ,24.14,76,5.08,1017,24.59,58,72,10000,Mưa nhẹ,Mưa
Nam Dinh,2023-11-15 10:00:00.000000 ,21.88,70,2.58,1022,21.95,22,100,10000,Mây u ám,Nắng
Ca Mau,2023-11-15 10:02:29.000000 ,30.02,72,5.8,1013,35.58,73,58,10000,Mây rải rác,Nắng
Viet Tri,2023-11-15 10:02:30.000000 ,18.97,68,1.26,1022,18.7,121,100,10000,Mây u ám,Nắng
Soc Trang,2023-11-15 10:02:30.000000 ,30.09,70,3.42,1013,35.26,53,41,10000,Mây rải rác,Nắng
Quang Ngai,2023-11-15 10:02:30.000000 ,26.36,90,1.7,1018,26.36,23,97,5275,Mưa nhẹ,Mưa
Thai Binh,2023-11-15 10:02:30.000000 ,21.96,69,2.41,1022,22.01,26,100,10000,Mây u ám,Nắng
My Tho,2023-11-15 09:57:54.000000 ,29.48,76,1.99,1013,35.14,24,37,10000,Mây rải rác,Nắng
Tuy Hoa,2023-11-15 09:57:58.000000 ,26.77,89,3.72,1016,30.0,36,83,10000,Mây rải rác,Nắng
Bac Lieu,2023-11-15 09:57:49.000000 ,29.31,75,7.5,1013,34.47,66,70,10000,Mây rải rác,Nắng
Thanh Pho Uong Bi,2023-11-15 09:57:58.000000 ,22.99,66,0.69,1022,23.07,35,100,10000,Mây u ám,Nắng
Bac Giang,2023-11-15 10:02:31.000000 ,19.04,67,0.6,1022,18.75,32,100,10000,Mây u ám,Nắng
Tay Ninh,2023-11-15 10:02:32.000000 ,29.1,71,2.82,1014,33.14,39,59,10000,Mây rải rác,Nắng
Ninh Binh,2023-11-15 09:57:54.000000 ,21.58,69,2.28,1022,21.6,10,99,10000,Mây u ám,Nắng
Tan An,2023-11-15 10:02:32.000000 ,30.01,78,2.2,1013,37.01,9,40,10000,Mây rải rác,Nắng
Kon Tum,2023-11-15 10:02:32.000000 ,23.92,84,2.22,1018,24.56,53,98,10000,Mưa vừa,Mưa
Tam Ky,2023-11-15 10:02:33.000000 ,24.72,95,0.91,1018,25.73,81,100,5628,Mây u ám,Nắng
Vinh Long,2023-11-15 10:02:33.000000 ,30.99,67,2.82,1013,36.69,17,38,10000,Mây rải rác,Nắng
Lao Cai,2023-11-15 10:02:33.000000 ,19.92,86,0.79,1022,20.21,131,97,10000,Mây u ám,Nắng
Lagi,2023-11-15 10:02:33.000000 ,29.58,68,2.79,1013,33.61,86,81,10000,Mưa vừa,Mưa
Rach Gia,2023-11-15 10:02:26.000000 ,28.83,77,3.24,1013,33.67,11,29,10000,Mây rải rác,Nắng
Con Son,2023-11-15 10:02:34.000000 ,28.12,83,9.69,1013,32.9,60,32,10000,Mây rải rác,Nắng
Cho Dok,2023-11-15 10:02:34.000000 ,29.21,74,4.2,1014,34.01,6,31,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-15 10:02:34.000000 ,27.93,64,1.63,1014,29.8,48,32,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-15 10:02:35.000000 ,30.24,66,5.35,1014,34.64,38,80,10000,Không xác định,Mưa
Kwang Binh,2023-11-15 10:02:35.000000 ,21.38,91,4.48,1020,21.95,308,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-15 10:02:35.000000 ,25.98,63,0.45,1020,25.98,125,52,10000,Mây rải rác,Nắng
Turan,2023-11-15 10:00:54.000000 ,27.99,83,3.6,1018,32.54,70,40,10000,Mây rải rác,Nắng
Don Luan,2023-11-15 09:57:51.000000 ,30.22,65,1.28,1014,34.36,40,47,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-15 10:02:34.000000 ,27.93,64,1.63,1014,29.8,48,32,10000,Mây rải rác,Nắng
Song Cau,2023-11-15 10:02:36.000000 ,26.43,90,3.99,1016,26.43,25,91,6730,Mây u ám,Nắng
Bim Son,2023-11-15 10:02:37.000000 ,21.02,72,2.27,1022,21.06,3,100,10000,Mây u ám,Nắng
Cu Chi,2023-11-15 10:02:37.000000 ,30.01,73,2.3,1013,35.81,18,51,10000,Mây rải rác,Nắng
Uyen Hung,2023-11-15 10:02:38.000000 ,29.78,73,1.84,1014,35.21,4,65,10000,Mây rải rác,Nắng
Ben Tre,2023-11-15 10:02:38.000000 ,29.85,73,1.94,1013,35.39,37,39,10000,Mây rải rác,Nắng
Sa Dec,2023-11-15 10:02:38.000000 ,30.99,69,3.57,1013,37.27,12,39,9193,Mây rải rác,Nắng
Ap Van Tu Tay,2023-11-15 10:02:38.000000 ,23.34,79,0.88,1016,23.79,50,85,8103,Mưa nhẹ,Mưa
Song Cau,2023-11-15 10:02:36.000000 ,26.43,90,3.99,1016,26.43,25,91,6730,Mây u ám,Nắng
Ngo Chau,2023-11-15 10:02:39.000000 ,25.73,93,2.7,1017,26.79,29,94,6435,Mây u ám,Nắng
Hoi An,2023-11-15 10:01:27.000000 ,27.98,87,3.63,1018,33.17,70,85,5321,Mây u ám,Nắng
Dong Ha,2023-11-15 10:02:39.000000 ,22.93,93,2.73,1019,23.71,25,98,2506,Mưa vừa,Mưa
Bim Son,2023-11-15 10:02:37.000000 ,21.02,72,2.27,1022,21.06,3,100,10000,Mây u ám,Nắng
Phu Ly,2023-11-15 10:02:40.000000 ,22.24,66,1.46,1022,22.24,16,98,10000,Mây u ám,Nắng
Hai Ha,2023-11-15 10:02:40.000000 ,23.63,68,1.32,1022,23.82,135,75,10000,Mây rải rác,Nắng
Ha Dong,2023-11-15 10:02:40.000000 ,19.01,62,1.1,1022,18.59,60,99,10000,Mây u ám,Nắng
Hau Duong,2023-11-15 10:02:40.000000 ,19.02,77,3.09,1023,18.99,30,100,10000,Mây u ám,Nắng
Yen Lap,2023-11-15 10:02:41.000000 ,22.53,65,1.33,1022,22.54,97,81,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-15 10:02:41.000000 ,21.62,66,1.24,1022,21.56,108,93,10000,Mây u ám,Nắng
Doan Hung,2023-11-15 10:02:42.000000 ,21.14,68,0.89,1022,21.09,105,98,10000,Mây u ám,Nắng
Son Duong,2023-11-15 10:02:42.000000 ,20.41,70,0.45,1022,20.33,76,100,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-11-16 14:36:24.000000 ,30.01,74,4.63,1012,36.07,70,75,10000,Mưa vừa,Mưa
Hanoi,2023-11-16 14:39:52.000000 ,22.0,52,5.86,1026,21.61,5,100,10000,Mây u ám,Nắng
Turan,2023-11-16 14:39:52.000000 ,27.99,78,4.63,1018,31.77,30,75,7000,Mây rải rác,Nắng
Haiphong,2023-11-16 14:39:03.000000 ,20.95,56,4.12,1025,20.56,10,0,10000,Không xác định,Nắng
Bien Hoa,2023-11-16 14:39:52.000000 ,29.99,84,1.75,1011,36.99,30,100,10000,Mưa vừa,Mưa
Can Tho,2023-11-16 14:39:52.000000 ,29.99,74,6.69,1011,36.01,70,40,10000,Mưa nhẹ,Mưa
Thu Dau Mot,2023-11-16 14:39:52.000000 ,30.03,74,4.63,1012,36.12,70,75,10000,Mưa vừa,Mưa
Di An,2023-11-16 14:39:52.000000 ,29.82,74,4.63,1012,35.56,70,75,10000,Mưa vừa,Mưa
Hue,2023-11-16 14:39:52.000000 ,28.06,74,6.17,1018,31.34,40,75,10000,Mây rải rác,Nắng
Vung Tau,2023-11-16 14:39:52.000000 ,27.55,83,11.5,1011,31.39,71,100,10000,Không xác định,Mưa
Thu Dau Mot,2023-11-16 14:39:52.000000 ,30.03,74,4.63,1012,36.12,70,75,10000,Mưa vừa,Mưa
Nha Trang,2023-11-16 14:39:53.000000 ,27.0,90,3.9,1015,30.74,34,100,3797,Mưa vừa,Mưa
Ha Long,2023-11-16 14:39:53.000000 ,20.77,61,4.94,1025,20.5,12,100,10000,Mây u ám,Nắng
Qui Nhon,2023-11-16 14:39:53.000000 ,26.35,85,7.7,1016,26.35,32,99,10000,Mây u ám,Nắng
Thanh Hoa,2023-11-16 14:39:53.000000 ,18.4,59,8.22,1025,17.84,10,100,10000,Mây u ám,Nắng
Thai Nguyen,2023-11-16 14:39:53.000000 ,21.88,70,2.95,1027,21.95,339,100,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-11-16 14:39:53.000000 ,24.32,81,4.04,1014,24.92,69,100,10000,Mưa nhẹ,Mưa
Long Xuyen,2023-11-16 14:39:53.000000 ,29.97,67,3.98,1011,34.26,82,100,10000,Mây u ám,Nắng
Phu Khuong,2023-11-16 14:39:53.000000 ,30.05,72,4.03,1011,35.66,63,100,8433,Mây u ám,Nắng
Vinh,2023-11-16 14:39:53.000000 ,17.13,83,5.98,1026,17.07,345,100,10000,Mây u ám,Nắng
Rach Gia,2023-11-16 14:39:53.000000 ,29.58,75,5.96,1011,35.17,86,100,6160,Mây u ám,Nắng
Da Lat,2023-11-16 14:39:53.000000 ,16.86,98,2.64,1016,17.16,48,100,1278,Mưa nhẹ,Mưa
Bac Ninh,2023-11-16 14:39:53.000000 ,22.05,53,7.32,1026,21.69,4,100,10000,Mây u ám,Nắng
Hai Duong,2023-11-16 14:39:53.000000 ,21.0,54,8.02,1026,20.57,5,100,10000,Mây u ám,Nắng
Phan Thiet,2023-11-16 14:39:53.000000 ,25.32,92,7.28,1012,26.31,65,100,10000,Mây u ám,Nắng
Pleiku,2023-11-16 14:39:53.000000 ,22.3,83,4.03,1016,22.75,50,100,10000,Mây u ám,Nắng
Nam Dinh,2023-11-16 14:39:53.000000 ,18.96,56,9.02,1025,18.37,3,100,10000,Mây u ám,Nắng
Ca Mau,2023-11-16 14:39:54.000000 ,29.07,80,6.25,1010,34.94,77,96,10000,Mây u ám,Nắng
Viet Tri,2023-11-16 14:39:54.000000 ,21.97,64,2.61,1027,21.89,350,100,10000,Mây u ám,Nắng
Soc Trang,2023-11-16 14:39:54.000000 ,28.62,81,8.26,1011,33.9,81,100,10000,Mây u ám,Nắng
Quang Ngai,2023-11-16 14:37:45.000000 ,25.53,87,6.16,1017,26.41,33,98,4738,Mây u ám,Nắng
Thai Binh,2023-11-16 14:39:54.000000 ,18.99,55,8.84,1025,18.38,1,100,10000,Mây u ám,Nắng
My Tho,2023-11-16 14:39:54.000000 ,27.97,83,4.24,1011,32.49,81,100,4951,Mưa nhẹ,Mưa
Tuy Hoa,2023-11-16 14:39:54.000000 ,25.73,88,6.21,1015,26.66,43,100,10000,Mưa vừa,Mưa
Bac Lieu,2023-11-16 14:39:54.000000 ,28.77,82,9.43,1011,34.52,74,99,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-16 14:39:54.000000 ,20.99,57,3.26,1025,20.63,10,100,10000,Mây u ám,Nắng
Bac Giang,2023-11-16 14:39:54.000000 ,22.04,52,7.52,1026,21.66,9,100,10000,Mây u ám,Nắng
Tay Ninh,2023-11-16 14:39:54.000000 ,30.34,71,4.07,1011,36.14,59,100,9565,Mây u ám,Nắng
Ninh Binh,2023-11-16 14:39:54.000000 ,18.81,56,8.27,1025,18.21,4,100,10000,Mây u ám,Nắng
Tan An,2023-11-16 14:39:54.000000 ,30.01,84,3.72,1011,37.01,74,100,5076,Mưa nhẹ,Mưa
Kon Tum,2023-11-16 14:39:54.000000 ,23.99,83,3.18,1016,24.61,59,92,10000,Mây u ám,Nắng
Tam Ky,2023-11-16 14:39:54.000000 ,25.6,87,7.45,1018,26.49,41,94,4462,Mây u ám,Nắng
Vinh Long,2023-11-16 14:39:55.000000 ,29.99,73,4.59,1011,35.76,86,100,7447,Mưa nhẹ,Mưa
Lao Cai,2023-11-16 14:39:55.000000 ,18.64,67,0.16,1028,18.31,42,100,10000,Mây u ám,Nắng
Lagi,2023-11-16 14:39:55.000000 ,26.0,88,9.66,1012,26.0,62,100,10000,Mưa vừa,Mưa
Rach Gia,2023-11-16 14:39:53.000000 ,29.58,75,5.96,1011,35.17,86,100,6160,Mây u ám,Nắng
Con Son,2023-11-16 14:39:55.000000 ,27.84,87,11.35,1011,32.76,57,100,10000,Mây u ám,Nắng
Cho Dok,2023-11-16 14:39:55.000000 ,29.99,71,3.46,1011,35.26,76,100,5718,Mây u ám,Nắng
Loc Ninh,2023-11-16 14:39:55.000000 ,27.38,77,2.94,1011,30.26,43,96,10000,Mưa nhẹ,Mưa
Phan Rang-Thap Cham,2023-11-16 14:39:55.000000 ,24.79,94,4.73,1014,25.78,25,100,9694,Mưa nhẹ,Mưa
Kwang Binh,2023-11-16 14:39:55.000000 ,21.8,90,11.55,1022,22.39,14,100,7126,Mây u ám,Nắng
Dien Bien Phu,2023-11-16 14:39:55.000000 ,19.48,93,1.78,1022,19.91,62,100,10000,Mây u ám,Nắng
Turan,2023-11-16 14:39:55.000000 ,27.99,78,4.63,1018,31.77,30,75,7000,Mây rải rác,Nắng
Don Luan,2023-11-16 14:39:55.000000 ,27.75,86,2.64,1011,32.35,41,100,10000,Mưa vừa,Mưa
Loc Ninh,2023-11-16 14:39:55.000000 ,27.38,77,2.94,1011,30.26,43,96,10000,Mưa nhẹ,Mưa
Song Cau,2023-11-16 14:39:55.000000 ,25.64,88,6.31,1015,26.56,33,100,8031,Mưa nhẹ,Mưa
Bim Son,2023-11-16 14:39:55.000000 ,18.87,57,9.16,1025,18.3,9,100,10000,Mây u ám,Nắng
Cu Chi,2023-11-16 14:39:55.000000 ,30.01,84,3.77,1011,37.01,53,100,7348,Mưa vừa,Mưa
Uyen Hung,2023-11-16 14:39:56.000000 ,29.78,85,1.6,1011,36.78,16,100,10000,Mưa vừa,Mưa
Ben Tre,2023-11-16 14:39:56.000000 ,27.46,85,4.93,1011,31.42,82,100,5217,Mưa nhẹ,Mưa
Sa Dec,2023-11-16 14:39:56.000000 ,29.99,67,4.57,1010,34.31,81,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-16 14:39:56.000000 ,26.34,95,2.57,1015,26.34,35,100,2917,Mưa vừa,Mưa
Song Cau,2023-11-16 14:39:55.000000 ,25.64,88,6.31,1015,26.56,33,100,8031,Mưa nhẹ,Mưa
Ngo Chau,2023-11-16 14:39:56.000000 ,24.57,93,3.9,1016,25.51,32,100,10000,Mưa nhẹ,Mưa
Hoi An,2023-11-16 14:39:56.000000 ,27.98,84,9.71,1018,32.68,41,99,4507,Mây u ám,Nắng
Dong Ha,2023-11-16 14:39:56.000000 ,22.6,90,9.94,1020,23.27,15,100,10000,Mây u ám,Nắng
Bim Son,2023-11-16 14:39:55.000000 ,18.87,57,9.16,1025,18.3,9,100,10000,Mây u ám,Nắng
Phu Ly,2023-11-16 14:39:56.000000 ,19.03,55,7.41,1026,18.42,3,100,10000,Mây u ám,Nắng
Hai Ha,2023-11-16 14:39:56.000000 ,17.34,80,2.23,1026,17.22,352,100,10000,Mây u ám,Nắng
Ha Dong,2023-11-16 14:39:56.000000 ,22.01,51,5.55,1026,21.6,6,100,10000,Mây u ám,Nắng
Hau Duong,2023-11-16 14:39:56.000000 ,22.02,49,5.14,1027,21.56,340,0,10000,Không xác định,Nắng
Yen Lap,2023-11-16 14:39:56.000000 ,19.54,64,2.63,1027,19.22,1,99,10000,Mây u ám,Nắng
Thanh Ba,2023-11-16 14:39:56.000000 ,19.52,61,3.12,1027,19.12,355,99,10000,Mây u ám,Nắng
Doan Hung,2023-11-16 14:39:56.000000 ,19.51,62,2.62,1027,19.14,354,99,10000,Mây u ám,Nắng
Son Duong,2023-11-16 14:39:56.000000 ,18.43,71,1.44,1027,18.18,355,100,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-11-17 19:09:35.000000 ,28.01,65,3.09,1012,30.05,60,75,10000,Mây rải rác,Nắng
Hanoi,2023-11-17 19:07:31.000000 ,20.0,44,1.9,1023,19.2,33,61,10000,Mây rải rác,Nắng
Turan,2023-11-17 19:10:40.000000 ,20.99,78,6.17,1021,21.18,360,75,10000,Mưa nhẹ,Mưa
Haiphong,2023-11-17 19:07:01.000000 ,20.95,43,2.57,1022,20.22,50,0,10000,Không xác định,Nắng
Bien Hoa,2023-11-17 19:10:40.000000 ,27.99,86,1.67,1013,33.03,4,77,10000,Mây rải rác,Nắng
Can Tho,2023-11-17 19:10:40.000000 ,24.99,94,1.54,1012,26.0,0,75,8000,Mây rải rác,Nắng
Thu Dau Mot,2023-11-17 19:10:40.000000 ,28.03,65,3.09,1012,30.08,60,75,10000,Mây rải rác,Nắng
Di An,2023-11-17 19:10:40.000000 ,27.82,65,3.09,1012,29.73,60,75,10000,Mây rải rác,Nắng
Hue,2023-11-17 19:06:44.000000 ,21.06,83,1.03,1022,21.39,220,75,8000,Mây rải rác,Nắng
Vung Tau,2023-11-17 19:10:41.000000 ,27.05,81,7.64,1012,29.95,73,19,10000,Mây ít,Nắng
Thu Dau Mot,2023-11-17 19:10:40.000000 ,28.03,65,3.09,1012,30.08,60,75,10000,Mây rải rác,Nắng
Nha Trang,2023-11-17 19:10:41.000000 ,27.0,87,6.57,1017,30.43,1,97,10000,Mây u ám,Nắng
Ha Long,2023-11-17 19:10:41.000000 ,20.77,48,1.37,1023,20.16,27,18,10000,Mây ít,Nắng
Qui Nhon,2023-11-17 19:10:41.000000 ,24.29,77,10.3,1018,24.79,359,99,10000,Mây u ám,Nắng
Thanh Hoa,2023-11-17 19:10:42.000000 ,19.51,55,2.28,1023,18.95,355,35,10000,Mây rải rác,Nắng
Thai Nguyen,2023-11-17 19:10:42.000000 ,19.88,51,1.96,1024,19.26,49,74,10000,Mây rải rác,Nắng
Buon Ma Thuot,2023-11-17 19:10:42.000000 ,20.07,84,3.3,1017,20.33,68,84,10000,Mây rải rác,Nắng
Long Xuyen,2023-11-17 19:10:42.000000 ,24.97,81,3.46,1013,25.64,58,65,10000,Mây rải rác,Nắng
Phu Khuong,2023-11-17 19:10:43.000000 ,26.22,69,5.54,1013,26.22,44,78,10000,Mây rải rác,Nắng
Vinh,2023-11-17 19:10:43.000000 ,20.12,57,1.69,1023,19.68,358,53,10000,Mây rải rác,Nắng
Rach Gia,2023-11-17 19:10:43.000000 ,26.48,82,3.78,1013,26.48,52,61,10000,Mưa vừa,Mưa
Da Lat,2023-11-17 19:10:43.000000 ,15.03,97,2.54,1017,15.12,37,91,8249,Mưa nhẹ,Mưa
Bac Ninh,2023-11-17 19:10:43.000000 ,20.05,41,3.45,1023,19.18,41,60,10000,Mây rải rác,Nắng
Hai Duong,2023-11-17 19:10:43.000000 ,21.0,42,3.12,1023,20.25,33,27,10000,Mây rải rác,Nắng
Phan Thiet,2023-11-17 19:10:44.000000 ,26.31,74,5.53,1013,26.31,70,27,10000,Mây rải rác,Nắng
Pleiku,2023-11-17 19:10:44.000000 ,18.64,80,3.63,1018,18.65,42,90,10000,Mây u ám,Nắng
Nam Dinh,2023-11-17 19:10:00.000000 ,20.77,48,2.73,1023,20.16,63,20,10000,Mây ít,Nắng
Ca Mau,2023-11-17 19:10:44.000000 ,26.09,83,5.73,1013,26.09,76,66,10000,Mây rải rác,Nắng
Viet Tri,2023-11-17 19:08:29.000000 ,19.97,51,1.0,1023,19.35,280,79,10000,Mây rải rác,Nắng
Soc Trang,2023-11-17 19:10:45.000000 ,25.95,83,5.19,1013,25.95,71,45,10000,Mây rải rác,Nắng
Quang Ngai,2023-11-17 19:10:45.000000 ,21.58,87,4.73,1021,22.07,351,100,10000,Mây u ám,Nắng
Thai Binh,2023-11-17 19:10:45.000000 ,21.01,48,3.13,1023,20.42,78,14,10000,Mây ít,Nắng
My Tho,2023-11-17 19:10:45.000000 ,24.77,93,1.32,1013,25.73,115,68,10000,Mây rải rác,Nắng
Tuy Hoa,2023-11-17 19:10:46.000000 ,23.96,84,8.34,1018,24.6,4,99,10000,Mây u ám,Nắng
Bac Lieu,2023-11-17 19:10:46.000000 ,26.92,80,8.6,1013,29.56,72,52,10000,Mây rải rác,Nắng
Thanh Pho Uong Bi,2023-11-17 19:10:46.000000 ,20.99,47,1.83,1023,20.37,41,25,10000,Mây rải rác,Nắng
Bac Giang,2023-11-17 19:10:46.000000 ,20.04,41,3.4,1023,19.17,36,59,10000,Mây rải rác,Nắng
Tay Ninh,2023-11-17 19:10:46.000000 ,26.24,70,5.13,1013,26.24,44,73,10000,Mây rải rác,Nắng
Ninh Binh,2023-11-17 19:10:00.000000 ,20.33,49,2.39,1023,19.7,25,40,10000,Mây rải rác,Nắng
Tan An,2023-11-17 19:10:46.000000 ,28.01,90,1.01,1013,33.78,157,82,10000,Mây rải rác,Nắng
Kon Tum,2023-11-17 19:10:47.000000 ,18.91,85,2.45,1018,19.08,42,95,10000,Mây u ám,Nắng
Tam Ky,2023-11-17 19:10:47.000000 ,21.15,88,4.07,1021,21.62,356,100,10000,Mưa nhẹ,Mưa
Vinh Long,2023-11-17 19:10:30.000000 ,24.99,88,2.32,1013,25.84,97,92,10000,Mây u ám,Nắng
Lao Cai,2023-11-17 19:10:47.000000 ,17.15,68,0.59,1025,16.7,234,57,10000,Mây rải rác,Nắng
Lagi,2023-11-17 19:10:47.000000 ,26.25,80,6.6,1012,26.25,73,34,10000,Mây rải rác,Nắng
Rach Gia,2023-11-17 19:10:43.000000 ,26.48,82,3.78,1013,26.48,52,61,10000,Mưa vừa,Mưa
Con Son,2023-11-17 19:10:47.000000 ,27.53,84,13.76,1012,31.47,66,93,10000,Mây u ám,Nắng
Cho Dok,2023-11-17 19:10:48.000000 ,25.74,83,3.2,1013,26.54,21,89,10000,Mây u ám,Nắng
Loc Ninh,2023-11-17 19:10:48.000000 ,26.82,70,4.44,1014,28.56,44,32,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-17 19:10:48.000000 ,24.27,80,5.63,1015,24.84,21,48,10000,Mây rải rác,Nắng
Kwang Binh,2023-11-17 19:10:48.000000 ,20.61,67,6.62,1022,20.48,7,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-17 19:10:48.000000 ,16.18,74,1.44,1023,15.79,83,95,10000,Mây u ám,Nắng
Turan,2023-11-17 19:10:40.000000 ,20.99,78,6.17,1021,21.18,360,75,10000,Mưa nhẹ,Mưa
Don Luan,2023-11-17 19:10:48.000000 ,27.19,71,5.27,1013,29.27,36,38,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-17 19:10:48.000000 ,26.82,70,4.44,1014,28.56,44,32,10000,Mây rải rác,Nắng
Song Cau,2023-11-17 19:10:48.000000 ,24.0,80,9.43,1018,24.54,4,95,10000,Mây u ám,Nắng
Bim Son,2023-11-17 19:10:49.000000 ,20.36,50,2.46,1023,19.76,12,51,10000,Mây rải rác,Nắng
Cu Chi,2023-11-17 19:10:49.000000 ,28.01,79,3.73,1013,31.97,33,89,10000,Mây u ám,Nắng
Uyen Hung,2023-11-17 19:10:49.000000 ,27.78,82,2.99,1013,31.84,21,76,10000,Mây rải rác,Nắng
Ben Tre,2023-11-17 19:08:00.000000 ,24.48,95,1.72,1013,25.46,93,54,10000,Mây rải rác,Nắng
Sa Dec,2023-11-17 19:10:49.000000 ,24.99,85,2.71,1013,25.76,94,82,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-11-17 19:10:49.000000 ,26.34,91,4.73,1017,26.34,2,97,10000,Mây u ám,Nắng
Song Cau,2023-11-17 19:10:48.000000 ,24.0,80,9.43,1018,24.54,4,95,10000,Mây u ám,Nắng
Ngo Chau,2023-11-17 19:10:49.000000 ,22.61,83,5.89,1018,23.09,5,92,10000,Mây u ám,Nắng
Hoi An,2023-11-17 19:10:49.000000 ,20.98,80,4.3,1021,21.22,354,100,10000,Mưa nhẹ,Mưa
Dong Ha,2023-11-17 19:10:50.000000 ,20.86,68,4.15,1022,20.78,12,100,10000,Mây u ám,Nắng
Bim Son,2023-11-17 19:10:49.000000 ,20.36,50,2.46,1023,19.76,12,51,10000,Mây rải rác,Nắng
Phu Ly,2023-11-17 19:10:50.000000 ,19.93,48,2.08,1023,19.23,3,35,10000,Mây rải rác,Nắng
Hai Ha,2023-11-17 19:10:50.000000 ,16.92,66,1.19,1024,16.39,301,55,10000,Mây rải rác,Nắng
